Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-4.36,0.62,1.61,3.78,-7.54,3.66,-3.07,6.40,1.17,-0.48,1.81,1.27,-1.11,-1.20,2.43,2.54,5.29,4.02,3.77,0.00,-1.61
-2.50,1.85,3.87,3.79,-6.27,3.57,-2.72,0.78,2.84,-0.83,2.62,1.13,-1.84,-2.04,2.14,1.94,4.46,3.55,4.70,0.00,-1.84
-1.33,1.91,6.15,3.46,-4.96,3.49,-1.21,-1.63,4.89,-0.13,3.36,1.49,-0.95,-1.75,2.79,2.27,4.86,3.92,5.70,0.00,-1.38
-0.28,1.72,6.77,3.57,-4.25,3.53,1.06,-1.12,6.66,0.68,3.81,2.02,0.39,-1.19,3.37,2.62,5.07,4.20,5.91,0.00,-1.28
0.04,1.60,7.03,3.23,-4.06,3.12,3.07,-2.43,8.26,1.09,4.50,1.60,1.17,-1.36,3.26,2.16,4.44,3.71,5.64,0.00,-1.95
0.89,1.92,8.31,2.30,-3.61,2.90,4.78,-4.26,9.72,0.59,5.74,1.53,1.65,-1.88,2.96,1.62,3.37,2.91,5.95,0.00,-2.63
0.78,1.70,8.48,1.55,-4.01,2.44,5.06,-5.34,9.85,-0.19,5.82,1.48,2.03,-2.67,2.49,1.34,2.92,2.26,6.14,0.00,-2.89
1.09,1.78,8.06,4.11,-3.97,4.10,2.23,-4.90,8.56,1.35,4.92,2.55,-0.18,-2.93,0.92,1.53,1.04,1.46,7.10,0.00,-3.19
1.40,1.99,8.06,5.61,-3.72,5.87,-0.80,-1.94,7.58,3.23,4.19,3.79,-2.62,-2.79,-0.73,1.41,-1.33,-0.12,7.61,0.00,-3.71
2.67,2.30,9.17,3.45,-2.98,5.39,0.02,3.30,8.27,4.34,4.43,3.74,-2.26,-1.48,-0.81,1.86,-1.78,-0.03,7.50,0.00,-3.42
4.54,3.67,11.31,3.05,-1.39,4.93,1.64,3.62,9.80,3.69,5.13,3.24,-1.40,-1.85,-0.61,1.83,-1.93,-0.05,7.47,0.00,-3.28
5.40,4.75,11.88,4.49,-0.80,4.50,2.23,-0.02,10.23,2.12,5.05,2.39,-1.60,-3.25,-1.07,0.82,-3.12,-1.26,7.20,0.00,-3.70
5.87,4.90,12.43,4.43,-0.31,3.72,3.01,-4.31,10.47,1.10,5.40,1.66,-2.25,-4.74,-1.65,-0.28,-4.71,-2.69,6.75,0.00,-4.40
6.55,5.37,13.36,3.88,0.40,3.65,4.00,-8.37,10.90,0.64,5.96,1.14,-3.10,-6.12,-2.38,-1.56,-6.88,-4.98,6.49,0.00,-5.74
6.47,6.13,14.19,2.32,0.61,3.82,4.48,-10.33,11.39,-0.29,5.82,0.61,-4.34,-7.33,-3.21,-3.29,-8.63,-6.82,7.18,0.00,-7.16
5.21,5.61,13.95,1.16,-0.19,4.05,4.72,-8.23,11.26,-0.33,5.40,0.34,-5.94,-7.48,-4.30,-4.12,-9.90,-7.84,7.75,0.00,-7.90
4.84,4.65,12.99,1.30,-0.79,4.12,5.68,-4.54,11.04,-0.03,5.48,-0.34,-5.79,-7.57,-4.51,-4.35,-9.88,-8.15,7.87,0.00,-7.90
5.30,4.03,11.93,2.77,-1.09,3.94,4.92,0.70,10.13,1.06,5.26,-0.45,-5.93,-6.47,-4.97,-4.13,-10.15,-7.86,7.80,0.00,-7.65
6.50,3.05,11.89,4.55,-1.31,3.92,1.82,3.45,9.12,2.33,4.77,-0.12,-7.97,-5.48,-5.84,-3.85,-11.43,-7.73,7.79,0.00,-7.66
6.31,1.02,10.96,5.17,-2.89,3.51,-1.78,4.91,8.01,3.67,4.01,0.42,-10.03,-2.72,-6.08,-2.38,-11.33,-5.24,7.04,0.00,-7.51
6.51,1.34,10.81,7.01,-3.81,4.71,-3.15,7.70,8.41,5.51,4.14,1.27,-10.02,-0.99,-5.37,-1.10,-10.70,-3.54,6.53,0.00,-6.71
7.88,3.71,12.00,9.90,-3.34,6.80,-3.33,9.43,9.32,6.66,5.18,2.13,-9.29,-0.66,-4.27,-0.67,-10.22,-3.26,6.67,0.00,-5.98
9.90,6.49,13.65,13.04,-2.29,8.50,-3.07,5.63,9.65,6.87,6.10,2.57,-9.12,-1.64,-4.07,-0.83,-10.18,-4.01,7.31,0.00,-5.88
11.20,7.79,14.15,12.91,-2.02,8.40,-3.24,0.50,9.41,6.39,5.92,2.48,-8.69,-1.78,-4.02,-0.80,-10.18,-4.13,7.55,0.00,-6.04
10.50,7.60,12.77,11.78,-2.59,7.72,-3.61,0.81,8.30,6.75,5.28,2.51,-8.46,-0.66,-4.04,0.14,-9.51,-3.46,7.41,0.00,-6.24
9.69,7.60,11.22,11.36,-2.77,7.45,-3.44,3.71,6.84,7.11,4.42,2.72,-8.51,0.10,-4.18,0.89,-9.56,-3.19,7.50,0.00,-6.31
8.85,7.52,9.87,10.79,-3.04,6.88,-2.46,3.36,5.79,6.84,3.54,3.14,-8.13,1.00,-4.42,1.22,-9.12,-2.58,7.35,0.00,-5.86
7.75,6.83,9.27,10.08,-3.96,6.02,-1.17,-0.04,5.38,6.38,2.83,3.76,-6.85,2.04,-4.16,1.91,-7.37,-0.90,6.41,0.00,-5.23
8.22,6.62,9.65,10.02,-4.01,5.89,0.26,-2.84,5.58,6.11,2.55,4.49,-5.32,1.79,-3.43,2.34,-6.03,-0.32,5.89,0.00,-4.70
10.25,7.37,10.34,9.97,-2.82,6.36,3.01,-1.22,6.76,6.51,2.86,5.19,-2.88,2.27,-2.06,2.98,-3.63,0.34,6.46,0.00,-3.29
11.33,8.57,10.00,9.27,-2.70,6.04,5.45,2.18,7.32,6.25,2.71,5.11,-1.28,2.54,-1.56,3.52,-1.65,0.78,6.35,0.00,-2.37
10.59,9.22,8.56,8.50,-3.51,5.35,6.61,4.07,6.61,5.58,2.36,4.42,-0.52,2.90,-1.35,3.56,-0.53,0.97,5.88,0.00,-2.20
8.62,8.07,7.27,7.34,-4.35,4.57,6.63,3.41,5.41,4.93,2.23,4.02,-0.16,2.28,-0.96,3.16,0.54,1.03,5.45,0.00,-2.08
5.90,5.41,5.90,5.44,-5.55,3.18,4.20,3.41,3.64,3.85,1.96,3.60,-1.56,1.50,-1.24,2.33,0.34,-0.06,4.58,0.00,-2.81
4.31,3.29,5.10,4.11,-6.27,2.54,2.74,4.95,2.93,3.34,1.26,3.56,-1.96,0.59,-1.39,1.51,0.31,-0.87,4.06,0.00,-3.51
4.42,2.80,4.52,4.12,-6.11,2.98,3.15,6.68,2.72,4.15,0.60,4.09,-1.12,0.84,-0.93,1.75,1.76,-0.41,4.10,0.00,-3.60
5.00,3.56,4.62,3.50,-5.22,3.40,2.51,5.52,1.71,3.99,0.11,4.61,-1.32,0.33,-1.21,2.14,2.29,-0.71,4.59,0.00,-3.94
5.56,4.88,4.25,4.90,-4.84,5.18,0.94,3.61,-0.19,4.47,-0.64,5.36,-2.89,0.75,-2.00,2.81,2.22,-0.42,5.18,0.00,-4.22
6.59,6.71,3.80,5.90,-4.66,7.14,-0.97,-0.60,-1.55,4.22,-1.25,5.71,-4.69,-0.28,-3.02,2.54,0.86,-1.29,5.57,0.00,-4.84
7.87,8.01,4.36,4.87,-4.09,6.78,-0.66,-7.93,-1.33,2.56,-0.43,4.69,-4.16,-1.73,-2.70,2.13,1.26,-1.05,5.71,0.00,-4.42
8.19,8.02,4.54,3.47,-4.35,5.45,-0.40,-12.11,-1.21,1.42,0.29,4.04,-3.20,-2.16,-1.82,2.20,2.52,0.56,5.06,0.00,-3.56
7.52,6.69,3.62,2.47,-5.32,4.13,-0.51,-10.31,-1.33,1.90,0.50,4.13,-2.26,-1.11,-1.32,2.94,4.11,2.34,4.04,0.00,-2.51
6.69,5.61,1.97,2.91,-6.33,4.77,-0.78,-4.21,-1.37,4.52,0.55,5.36,-1.69,1.80,-0.78,4.81,5.13,4.28,3.59,0.00,-1.24
6.57,5.56,1.36,4.46,-6.45,6.21,0.62,0.68,-0.54,6.67,0.87,6.03,-0.14,3.08,0.49,5.81,6.55,5.12,4.00,0.00,-0.13
6.82,6.02,2.13,5.43,-5.76,7.13,2.39,2.34,0.73,7.19,1.75,5.94,2.18,3.10,1.60,5.79,8.20,5.68,4.06,0.00,0.68
8.56,6.99,4.11,6.39,-4.55,7.58,5.21,1.74,2.51,6.99,3.34,5.55,4.23,2.19,2.91,5.50,9.94,6.01,5.19,0.00,0.94
10.65,8.53,5.68,8.11,-3.24,8.39,6.80,2.52,3.65,7.54,3.78,6.01,4.86,2.17,3.44,5.31,11.63,6.40,6.32,0.00,1.47
11.71,9.92,5.43,10.57,-2.34,9.69,7.67,4.96,4.02,8.70,3.39,7.13,5.57,3.38,4.33,5.90,13.37,7.81,7.43,0.00,2.42
12.61,11.22,5.08,11.58,-1.84,10.04,8.21,6.73,4.39,9.04,3.43,7.47,6.83,4.55,5.37,6.62,14.91,9.31,8.06,0.00,2.68
13.47,11.98,5.02,10.27,-1.60,9.63,7.64,4.13,4.55,7.31,3.10,6.67,7.04,2.86,5.24,5.93,14.31,8.33,8.09,0.00,2.20
13.73,10.05,5.22,7.60,-1.36,8.85,6.80,2.87,4.43,6.19,2.60,5.66,6.45,1.36,4.65,5.25,13.01,6.99,8.59,0.00,1.34
11.76,7.12,5.01,5.63,-1.85,8.06,7.02,4.85,4.92,6.91,2.67,5.71,7.07,2.44,5.12,5.11,13.16,7.52,8.49,0.00,1.90
10.37,6.13,5.68,5.77,-2.30,7.35,6.42,6.30,4.63,8.07,2.75,5.48,6.64,2.05,5.01,4.32,12.35,6.92,8.45,0.00,2.29
9.68,6.07,6.05,6.33,-2.84,6.38,3.95,8.22,2.89,8.80,2.16,4.60,4.98,1.45,3.63,3.42,11.20,5.51,8.11,0.00,1.38
9.27,5.69,6.24,6.16,-3.38,5.39,1.78,8.62,1.61,8.39,1.59,3.62,3.16,0.47,2.13,2.42,10.09,4.27,7.42,0.00,-0.41
9.18,5.70,6.29,5.97,-3.22,4.56,1.58,7.83,1.62,7.68,1.57,3.33,2.89,0.12,1.76,1.87,10.18,3.60,7.57,0.00,-1.25
10.17,6.46,6.09,5.82,-2.63,4.43,1.16,6.72,1.84,6.66,1.55,3.07,2.37,-0.18,1.59,1.54,10.25,3.22,8.57,0.00,-1.38
11.65,7.24,5.95,6.12,-1.86,4.80,-0.85,6.89,1.25,6.14,1.88,2.97,0.17,-0.14,0.87,1.44,8.35,2.61,9.24,0.00,-2.05
10.96,6.59,5.46,5.34,-2.14,4.16,-1.90,6.57,0.82,5.02,2.36,2.78,-0.25,0.22,0.80,1.52,8.03,2.88,8.75,0.00,-2.51
9.48,5.21,4.89,5.11,-2.74,3.14,-2.10,3.92,0.52,3.71,2.03,2.36,-0.58,-1.01,0.61,0.72,7.12,1.35,7.78,0.00,-3.44
9.25,5.02,5.18,5.10,-2.83,2.60,-2.15,-0.10,0.34,1.99,1.87,1.94,-1.76,-2.51,-0.11,0.07,5.62,-0.49,7.53,0.00,-4.53
10.37,5.73,6.09,3.89,-2.25,2.28,-2.14,-3.97,0.77,0.32,2.11,1.74,-2.28,-2.87,-0.39,-0.19,4.68,-1.14,7.85,0.00,-4.99
10.98,6.08,6.24,2.03,-1.73,1.80,-2.75,-5.71,0.94,-1.11,2.67,1.18,-2.31,-3.10,-0.24,-0.79,3.88,-1.28,7.91,0.00,-5.18
9.57,4.73,5.56,-0.68,-1.36,0.49,-1.23,-5.70,1.53,-3.22,3.28,-0.03,-0.65,-4.34,0.36,-2.13,4.18,-1.83,7.42,0.00,-5.14
8.42,3.82,5.28,-1.42,-1.10,0.06,-0.62,-5.51,2.34,-5.16,3.38,-1.20,-0.50,-6.37,0.01,-3.49,2.33,-3.96,7.85,0.00,-5.78
7.87,4.28,4.95,-0.24,-1.10,0.26,0.10,-6.65,2.80,-6.36,3.36,-2.49,-1.01,-8.92,-1.12,-4.98,0.20,-6.54,7.97,0.00,-6.51
8.28,4.19,4.55,-0.81,-1.20,-0.02,1.84,-8.62,3.45,-7.49,3.91,-3.20,-0.82,-11.59,-0.94,-6.23,-0.62,-8.41,8.17,0.00,-6.64
8.10,2.96,2.95,-3.81,-1.79,-1.30,1.93,-10.76,3.32,-8.87,3.68,-3.77,-0.85,-13.00,-0.74,-7.22,-0.95,-9.43,8.01,0.00,-6.92
7.48,0.27,0.93,-6.37,-2.57,-2.59,-0.67,-10.80,2.26,-10.18,2.78,-4.73,-2.68,-12.67,-1.76,-7.64,-2.46,-10.10,7.25,0.00,-7.61
6.82,-2.39,-0.03,-7.81,-3.52,-3.21,-3.15,-11.52,1.32,-11.28,1.82,-5.16,-4.55,-12.71,-3.24,-8.75,-4.34,-11.46,6.42,0.00,-8.23
7.18,-2.26,1.06,-7.40,-3.05,-2.22,-4.40,-15.69,1.90,-11.98,1.76,-5.53,-5.17,-14.74,-4.07,-10.51,-5.54,-13.68,6.85,0.00,-8.72
8.17,-0.03,2.32,-6.90,-2.58,-1.29,-3.40,-19.86,2.96,-12.58,2.36,-6.56,-4.63,-17.49,-4.39,-11.99,-5.97,-16.15,7.39,0.00,-9.82
10.01,2.48,3.87,-6.56,-1.34,-0.77,-1.22,-21.01,4.26,-12.93,3.14,-7.30,-4.02,-18.75,-4.33,-12.51,-6.42,-17.36,8.18,0.00,-10.49
10.12,2.67,4.70,-6.90,-0.59,-0.78,1.43,-20.54,5.39,-14.25,3.21,-7.87,-2.90,-19.71,-4.12,-13.22,-6.64,-17.92,8.05,0.00,-10.77
9.73,1.19,4.79,-7.63,-0.90,-1.12,4.72,-19.26,6.21,-15.68,3.42,-8.18,-1.05,-20.34,-3.17,-13.78,-5.78,-18.08,7.98,0.00,-10.84
9.94,0.13,4.75,-10.52,-0.99,-2.69,6.83,-18.98,6.80,-17.52,3.44,-9.40,-0.71,-21.38,-2.75,-14.28,-6.64,-19.29,8.37,0.00,-11.08
10.24,-0.41,4.57,-12.75,-1.32,-3.87,7.21,-17.90,6.67,-18.07,3.41,-10.04,-1.00,-21.77,-2.50,-14.24,-7.65,-20.35,9.15,0.00,-11.04
8.28,-2.25,2.76,-14.20,-3.25,-4.28,5.51,-15.21,4.70,-17.96,2.75,-9.60,-1.97,-20.65,-2.99,-13.38,-8.17,-20.36,8.81,0.00,-10.86
5.34,-4.85,0.30,-14.46,-5.51,-4.21,2.84,-13.01,2.44,-18.03,2.27,-9.05,-4.58,-19.91,-4.74,-12.79,-9.57,-20.70,7.93,0.00,-11.07
3.61,-5.91,-1.42,-15.04,-7.00,-4.89,0.72,-12.54,0.42,-18.10,1.41,-9.05,-6.94,-18.95,-6.28,-12.58,-10.86,-20.34,6.88,0.00,-11.35
3.83,-5.03,-1.43,-14.48,-6.95,-5.00,-2.33,-12.96,-1.23,-17.81,0.87,-8.59,-9.36,-18.72,-7.10,-12.73,-12.37,-20.39,6.58,0.00,-11.57
5.11,-3.28,-0.96,-13.43,-6.36,-4.33,-6.22,-14.95,-2.70,-17.67,0.34,-8.25,-12.00,-19.51,-7.95,-13.22,-14.11,-21.17,6.71,0.00,-11.88
5.12,-2.12,-2.13,-13.30,-7.11,-4.07,-11.77,-17.75,-5.94,-17.80,-1.21,-8.01,-15.45,-20.86,-9.57,-13.91,-16.12,-22.37,6.45,0.00,-12.76
3.11,-2.48,-4.86,-13.82,-8.35,-4.01,-18.21,-19.90,-10.29,-18.01,-2.67,-7.72,-19.10,-21.58,-11.09,-13.84,-17.70,-23.40,5.93,0.00,-13.25
-0.48,-3.46,-7.48,-13.54,-9.59,-3.85,-23.46,-23.74,-13.48,-18.39,-3.52,-7.42,-21.77,-21.59,-12.09,-13.58,-18.99,-23.81,5.27,0.00,-13.23
-2.92,-4.11,-8.36,-13.78,-10.58,-3.87,-25.45,-27.36,-14.98,-18.60,-3.86,-6.82,-22.09,-21.26,-12.08,-13.22,-18.78,-22.92,4.40,0.00,-12.72
-3.46,-4.62,-8.37,-14.16,-10.42,-3.79,-24.90,-29.86,-15.36,-18.34,-3.43,-5.73,-20.96,-20.60,-10.99,-12.23,-16.79,-21.02,4.06,0.00,-11.85
-3.37,-5.88,-8.93,-14.58,-10.26,-3.34,-22.90,-28.29,-14.63,-17.70,-3.35,-4.80,-19.90,-18.26,-10.55,-10.59,-14.65,-18.23,4.16,0.00,-11.35
-2.88,-6.43,-9.08,-14.52,-10.01,-2.50,-21.30,-25.61,-14.01,-17.12,-4.13,-4.04,-20.06,-16.87,-10.69,-9.89,-14.12,-16.98,4.91,0.00,-11.48
-2.21,-5.57,-9.06,-13.32,-9.79,-1.13,-22.02,-23.02,-14.59,-16.12,-5.33,-3.40,-22.11,-16.00,-11.49,-9.23,-15.10,-16.49,6.15,0.00,-11.83
-1.49,-3.03,-9.27,-10.36,-9.59,0.41,-22.08,-21.69,-14.99,-15.03,-6.26,-2.93,-23.37,-15.11,-11.88,-8.45,-15.50,-16.04,7.48,0.00,-11.74
-1.83,-0.86,-10.31,-7.80,-9.56,0.85,-21.25,-20.58,-15.55,-14.05,-7.20,-2.46,-22.76,-14.14,-11.71,-7.56,-14.33,-15.17,7.83,0.00,-10.65
-2.64,-1.48,-11.02,-7.11,-9.75,0.23,-19.00,-18.40,-15.65,-12.80,-7.10,-1.38,-20.42,-12.17,-10.39,-6.22,-11.61,-13.01,7.97,0.00,-8.97
-3.85,-2.93,-11.71,-7.77,-10.45,-0.72,-17.27,-16.62,-16.14,-11.56,-6.76,-0.22,-18.35,-10.15,-9.21,-4.77,-9.38,-10.73,7.11,0.00,-7.65
-4.70,-4.37,-12.65,-8.29,-11.39,-1.28,-18.20,-16.02,-16.84,-10.73,-7.10,0.30,-18.07,-8.35,-9.52,-3.57,-8.63,-9.14,5.85,0.00,-7.33
-4.44,-4.52,-12.14,-8.30,-11.93,-1.22,-18.04,-15.36,-16.61,-10.14,-7.19,-0.22,-17.60,-7.76,-9.42,-3.25,-7.54,-8.02,5.29,0.00,-7.20
-4.61,-4.93,-10.88,-8.52,-12.81,-1.67,-16.30,-14.30,-15.33,-10.86,-7.52,-0.89,-16.36,-7.90,-8.67,-3.14,-5.95,-6.36,4.79,0.00,-7.17
-4.56,-5.89,-9.91,-8.95,-13.52,-2.51,-14.44,-12.59,-13.19,-10.82,-7.22,-0.59,-14.17,-6.90,-6.79,-2.37,-3.29,-3.89,4.06,0.00,-6.16
-4.77,-6.36,-9.80,-9.19,-13.96,-3.45,-12.72,-13.90,-11.93,-11.32,-6.39,-0.82,-11.69,-7.40,-4.91,-1.61,-0.19,-2.64,3.46,0.00,-4.73
-5.71,-6.26,-10.39,-8.28,-14.06,-3.34,-11.98,-12.69,-11.41,-10.27,-5.88,-0.15,-10.47,-6.43,-3.51,-0.34,1.76,-1.28,3.66,0.00,-3.23
-7.42,-6.78,-11.39,-7.86,-14.24,-3.03,-11.61,-10.62,-11.29,-8.46,-5.50,0.43,-9.42,-4.07,-2.56,0.92,3.16,0.94,3.57,0.00,-2.32
-9.15,-6.38,-11.97,-6.94,-14.66,-2.05,-10.69,-10.16,-10.88,-6.67,-4.84,1.09,-7.86,-2.95,-2.01,1.01,4.70,2.15,3.12,0.00,-1.60
-8.88,-5.30,-11.39,-6.13,-14.81,-0.84,-10.15,-8.80,-10.71,-5.02,-4.87,1.81,-7.31,-2.81,-2.20,0.79,5.32,2.28,2.86,0.00,-1.70
-6.79,-4.70,-9.54,-5.57,-14.38,-0.13,-9.22,-6.51,-10.12,-3.53,-4.70,2.44,-6.81,-1.95,-2.06,1.09,5.45,2.68,3.52,0.00,-2.11
-4.76,-4.43,-8.27,-5.85,-13.40,-0.06,-9.06,-9.83,-9.72,-3.85,-4.52,2.24,-6.95,-2.63,-2.49,0.46,4.45,1.88,3.89,0.00,-3.08
-4.58,-5.19,-7.85,-6.71,-12.51,-0.67,-8.64,-14.47,-9.03,-5.03,-3.91,1.51,-6.76,-4.14,-2.95,-0.36,3.45,0.90,3.61,0.00,-4.07
-4.32,-5.81,-6.88,-6.11,-11.55,-1.72,-8.30,-14.27,-7.78,-5.23,-3.04,1.26,-5.90,-4.30,-2.76,0.09,4.22,0.92,4.02,0.00,-4.29
-2.39,-5.25,-4.81,-5.47,-10.32,-1.99,-9.21,-9.79,-6.63,-4.24,-2.10,1.74,-5.55,-2.77,-2.62,0.98,4.74,1.34,4.83,0.00,-4.15
0.15,-4.28,-1.82,-3.08,-8.45,-0.63,-7.96,-5.12,-4.62,-2.97,-0.47,2.72,-4.50,-1.23,-2.05,1.79,5.39,2.21,5.76,0.00,-3.78
2.66,-3.13,1.73,-3.21,-6.58,0.44,-4.18,-4.44,-1.25,-3.33,1.30,2.81,-2.35,-1.30,-1.08,1.44,6.54,2.65,6.52,0.00,-3.43
4.08,-1.76,4.25,-4.11,-4.74,0.61,-0.27,-5.59,1.56,-3.73,2.84,1.77,-0.67,-1.13,-0.06,1.18,7.82,3.42,7.08,0.00,-2.94
4.00,-1.14,5.75,-5.10,-3.38,0.36,3.83,-8.78,4.04,-5.15,4.04,-0.26,1.24,-3.42,1.00,-0.71,9.03,2.30,7.19,0.00,-3.30
4.08,-0.54,7.07,-5.63,-1.57,1.14,5.12,-12.94,5.34,-6.65,4.94,-1.39,2.62,-5.91,1.90,-2.37,9.37,0.39,7.52,0.00,-3.87
3.90,-1.08,7.87,-6.59,-0.65,1.48,3.65,-13.23,5.33,-7.14,5.08,-2.07,2.74,-7.21,1.45,-3.98,8.56,-1.43,7.46,0.00,-4.96
3.53,-1.78,8.96,-6.93,0.22,1.28,2.21,-10.81,5.33,-6.77,4.82,-2.11,2.27,-7.92,0.93,-5.09,7.75,-2.99,7.29,0.00,-6.15
3.57,-1.42,10.52,-6.11,1.58,1.25,2.83,-9.48,6.45,-5.93,5.55,-2.23,2.99,-7.35,0.99,-5.61,7.79,-3.82,7.89,0.00,-6.86
5.70,0.38,12.15,-4.52,2.97,1.61,3.28,-8.00,7.94,-5.01,6.90,-2.45,3.05,-6.85,1.29,-6.18,7.08,-5.34,9.36,0.00,-7.82
9.03,3.08,13.92,-2.43,3.98,2.03,2.61,-5.82,9.00,-4.43,7.77,-2.76,2.30,-7.63,0.59,-6.73,5.45,-7.62,10.19,0.00,-9.09
12.00,5.28,15.89,-0.17,5.43,2.78,2.35,-2.87,10.50,-3.79,8.78,-2.49,1.85,-8.25,0.08,-7.12,4.35,-9.43,10.94,0.00,-9.93
12.97,4.45,17.55,-0.89,6.06,2.11,4.52,-0.41,12.51,-4.00,10.02,-2.92,3.89,-8.30,1.06,-7.51,5.74,-8.92,10.91,0.00,-9.42
13.23,2.34,18.67,-2.96,6.15,0.65,6.49,-0.23,14.02,-4.91,10.64,-4.25,5.46,-9.13,1.83,-8.24,6.05,-9.01,10.22,0.00,-8.31
14.13,2.16,18.80,-3.90,5.86,0.22,7.35,-0.69,14.38,-4.62,11.11,-4.46,6.58,-9.27,2.89,-8.14,6.44,-9.46,10.50,0.00,-6.65
14.54,3.96,19.23,-2.54,5.35,0.76,7.70,0.08,14.35,-3.83,11.41,-4.06,6.90,-9.10,3.86,-8.31,6.67,-10.16,10.97,0.00,-5.59
15.03,6.83,20.21,-0.39,5.22,1.46,8.84,1.09,14.92,-3.28,11.59,-4.37,6.98,-10.40,4.55,-9.26,6.94,-12.60,11.57,0.00,-5.45
14.69,6.74,20.89,-1.21,4.48,0.84,11.43,0.42,16.64,-4.06,11.87,-5.67,8.01,-11.99,4.84,-10.57,7.47,-14.55,11.27,0.00,-5.83
12.96,4.15,19.35,-4.04,2.90,-1.24,13.78,-0.72,17.83,-5.28,11.67,-7.44,9.75,-12.99,4.83,-11.60,8.17,-15.88,9.58,0.00,-6.17
10.89,1.85,17.03,-5.95,1.48,-2.77,12.91,0.87,17.08,-5.35,11.02,-8.30,9.00,-13.55,3.99,-12.50,6.63,-17.49,8.76,0.00,-6.86
9.42,0.73,15.40,-6.32,0.66,-3.80,10.54,4.42,15.32,-4.67,10.21,-8.70,6.53,-13.93,2.91,-13.44,3.98,-18.94,7.86,0.00,-7.49
8.98,0.83,14.97,-6.59,0.67,-4.10,9.05,6.01,14.29,-5.36,9.37,-9.49,4.85,-15.61,2.35,-14.70,2.08,-20.55,6.91,0.00,-7.63
8.96,2.13,13.52,-6.13,0.32,-3.94,8.99,1.29,13.40,-7.21,8.72,-10.24,5.38,-17.49,2.29,-15.35,2.02,-21.25,6.48,0.00,-7.51
9.63,3.36,12.75,-4.81,0.25,-3.57,8.19,-7.22,12.68,-9.74,8.01,-11.03,4.34,-21.21,1.19,-17.14,0.22,-24.12,6.40,0.00,-8.51
9.75,3.28,11.96,-4.79,0.52,-3.22,6.60,-16.29,11.25,-11.67,7.33,-11.53,2.12,-23.83,-0.39,-18.74,-2.89,-26.88,6.17,0.00,-9.71
9.14,3.19,11.47,-5.67,0.30,-2.78,6.47,-19.94,9.85,-11.79,7.04,-10.74,1.10,-22.87,-0.69,-17.97,-3.44,-26.52,6.31,0.00,-9.69
8.79,4.39,10.83,-4.73,-0.07,-1.71,6.40,-19.80,8.72,-11.52,6.58,-9.56,0.66,-22.80,-1.02,-17.15,-3.80,-26.60,7.22,0.00,-9.60
8.10,3.95,10.01,-3.90,-0.27,-1.37,4.19,-20.60,6.96,-11.44,5.65,-8.51,-1.51,-23.08,-2.44,-16.92,-5.59,-26.95,7.71,0.00,-9.90
6.37,1.71,8.28,-5.43,-1.78,-2.61,2.09,-20.00,5.02,-11.18,4.13,-7.89,-3.82,-22.14,-3.54,-16.32,-6.69,-26.28,7.38,0.00,-9.96
4.30,-0.64,6.15,-7.68,-3.19,-3.93,1.60,-18.25,3.44,-11.25,2.83,-8.10,-5.00,-21.23,-4.21,-15.69,-7.24,-25.07,6.63,0.00,-9.84
2.67,-2.05,3.72,-9.05,-4.26,-4.49,1.36,-17.43,2.05,-11.44,2.23,-7.61,-5.82,-20.29,-4.67,-14.39,-8.01,-23.91,5.88,0.00,-9.48
2.76,-1.92,2.05,-8.86,-5.12,-4.59,-1.08,-17.40,0.41,-11.28,1.37,-6.75,-7.26,-19.58,-5.67,-13.29,-9.29,-23.38,5.72,0.00,-9.39
2.50,-1.74,0.48,-8.30,-6.70,-3.99,-4.57,-16.03,-1.50,-11.02,-0.44,-5.54,-8.81,-18.25,-7.21,-12.02,-10.48,-22.04,5.79,0.00,-9.10
1.38,-2.18,-1.61,-5.97,-8.56,-1.97,-6.42,-11.59,-3.92,-9.75,-2.31,-3.60,-8.99,-15.63,-8.12,-9.80,-9.82,-19.15,5.22,0.00,-8.38
0.51,-2.77,-2.96,-4.90,-10.06,-0.37,-8.73,-7.17,-6.07,-8.25,-3.94,-2.65,-11.30,-13.62,-9.96,-8.22,-9.99,-17.06,4.28,0.00,-8.59
-0.27,-2.52,-3.60,-5.38,-10.41,-0.74,-10.48,-9.07,-7.66,-8.43,-5.36,-2.77,-14.20,-13.79,-11.89,-7.64,-11.23,-16.72,3.62,0.00,-9.33
0.19,-1.38,-3.17,-5.59,-9.96,-1.02,-10.84,-14.50,-8.10,-8.88,-5.73,-2.95,-15.39,-14.69,-12.84,-7.07,-11.64,-17.23,3.98,0.00,-10.13
1.12,-0.61,-3.30,-5.14,-9.51,-0.57,-12.28,-16.31,-9.84,-7.97,-5.54,-2.19,-16.04,-13.00,-12.94,-5.91,-11.47,-15.64,4.58,0.00,-10.14
1.71,0.16,-3.64,-3.56,-9.64,0.02,-13.55,-13.30,-11.59,-5.33,-5.63,-0.78,-16.88,-9.30,-13.26,-4.35,-10.81,-12.45,5.28,0.00,-9.61
